               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.017588,            0.013855,          0.00081859,             0.77287,             0.68023,             0.70739,             0.42398,            0.036922,            0.012266,            0.024258,            0.002674,            0.002674,            0.002674
                 113,            0.016669,             0.01348,          0.00085198,             0.72192,             0.66607,             0.69636,             0.42043,            0.036288,            0.012746,            0.023263,            0.002608,            0.002608,            0.002608
                 114,             0.01571,            0.013133,          0.00085607,             0.74513,             0.59295,             0.65261,             0.40178,            0.036078,            0.012724,            0.024228,            0.002542,            0.002542,            0.002542
                 115,            0.016557,             0.01453,          0.00070211,             0.74582,             0.60566,             0.65308,             0.40986,            0.036768,            0.012469,             0.02467,            0.002476,            0.002476,            0.002476
                 116,            0.017142,            0.012585,          0.00098626,             0.69148,             0.63447,             0.65896,              0.4013,            0.036534,            0.012667,            0.024407,             0.00241,             0.00241,             0.00241
                 117,            0.015312,             0.01286,           0.0006387,              0.6526,             0.66393,             0.66462,             0.41635,            0.036361,            0.012906,            0.023964,            0.002344,            0.002344,            0.002344
                 118,            0.015527,            0.012998,          0.00082275,             0.69544,             0.68294,             0.67203,             0.43596,            0.036092,            0.012597,            0.022134,            0.002278,            0.002278,            0.002278
                 119,            0.016877,            0.012858,          0.00070354,             0.68106,             0.69897,             0.66665,             0.42856,            0.035966,            0.012481,             0.02304,            0.002212,            0.002212,            0.002212
                 120,            0.016143,            0.012093,          0.00057018,             0.69753,             0.67814,             0.67263,             0.41899,            0.036191,            0.012614,            0.021164,            0.002146,            0.002146,            0.002146
                 121,             0.01529,            0.012628,           0.0006015,             0.75111,             0.53765,              0.6428,             0.41078,            0.036628,            0.013343,            0.021561,             0.00208,             0.00208,             0.00208
                 122,            0.015295,            0.012357,          0.00081944,             0.72998,             0.68099,             0.70548,             0.43869,            0.036283,            0.011856,            0.022029,            0.002014,            0.002014,            0.002014
                 123,            0.015756,            0.012145,          0.00070251,                 0.7,             0.67292,             0.65714,             0.42719,            0.036051,            0.011894,            0.022941,            0.001948,            0.001948,            0.001948
                 124,            0.015101,            0.012236,          0.00056887,             0.71188,             0.69897,             0.66664,             0.42723,            0.036149,             0.01173,            0.023855,            0.001882,            0.001882,            0.001882
                 125,             0.01517,             0.01238,          0.00073918,             0.67735,             0.69897,             0.67131,             0.42999,            0.036189,            0.011942,             0.02385,            0.001816,            0.001816,            0.001816
                 126,            0.014467,            0.012025,          0.00058404,             0.67572,             0.70998,             0.68415,             0.44701,            0.035939,            0.011816,            0.024383,             0.00175,             0.00175,             0.00175
                 127,            0.014829,            0.012726,          0.00064425,             0.72715,             0.63151,             0.67163,             0.44642,            0.035945,            0.011783,            0.024609,            0.001684,            0.001684,            0.001684
                 128,            0.014291,            0.011869,          0.00055104,             0.71129,             0.72758,               0.699,             0.44243,            0.036013,            0.011543,            0.024262,            0.001618,            0.001618,            0.001618
                 129,            0.013915,            0.012697,          0.00052856,             0.68715,              0.7078,             0.69518,             0.42932,            0.036514,            0.011652,            0.024262,            0.001552,            0.001552,            0.001552
                 130,            0.014574,            0.012572,           0.0005133,             0.68945,             0.70976,             0.70228,             0.44571,            0.036258,            0.012249,            0.023713,            0.001486,            0.001486,            0.001486
                 131,            0.014473,            0.011888,          0.00059394,             0.69324,             0.70197,             0.69729,             0.44673,             0.03601,            0.012899,            0.022714,             0.00142,             0.00142,             0.00142
                 132,            0.013929,            0.012484,          0.00058893,              0.7202,             0.71858,             0.70105,              0.4432,            0.035716,            0.012955,            0.022955,            0.001354,            0.001354,            0.001354
                 133,            0.013684,            0.011575,          0.00048347,             0.70227,             0.73386,             0.72109,             0.45316,             0.03556,            0.012858,             0.02311,            0.001288,            0.001288,            0.001288
                 134,            0.013465,            0.011986,          0.00041786,             0.70308,             0.74258,             0.72552,             0.45755,            0.035924,            0.012961,             0.02273,            0.001222,            0.001222,            0.001222
                 135,            0.014453,            0.011631,          0.00060748,             0.69765,             0.70998,             0.69347,             0.44372,            0.035499,            0.013002,            0.022097,            0.001156,            0.001156,            0.001156
                 136,            0.013619,            0.011695,          0.00051529,             0.71882,             0.73176,             0.71386,              0.4562,            0.035256,            0.012684,            0.022527,             0.00109,             0.00109,             0.00109
                 137,            0.013127,            0.012383,          0.00055068,             0.70299,             0.70428,             0.70345,             0.44388,            0.035193,              0.0124,            0.023566,            0.001024,            0.001024,            0.001024
                 138,            0.013565,            0.012029,          0.00051528,             0.74609,             0.72451,             0.70325,             0.44712,            0.035303,            0.012597,            0.023972,            0.000958,            0.000958,            0.000958
